"rel_type","child_part_num","parent_part_num"
"P","11818pr0143","11818"
"P","24093pr0013","24093"
"P","92456pr0248c01","92456c01"
"P","92456pr0265c01","92456c01"
"P","92456pr0266c01","92456c01"
"P","25269pr0003","25269"
"P","3626cpr2439","3626c"
"P","973pr4054c01","973c00"
"P","973pr4043c01","973c00"
"P","973pr4086c01","973c00"
"P","970c05pr1428","970c00"
"P","973pr4047c01","973c00"
"P","973pr4112c01","973c00"
"P","3068bpr0354","3068b"
"P","3626cpr2446","3626c"
"P","3626cpr2449","3626c"
"P","3626cpr2445","3626c"
"P","15625pr0009","15625"
"P","3011pr0038","3011"
"P","970c00pr1004","970c00"
"P","87568pr0001","87568"
"P","98223pr010","98223"
"P","3626cpr0348","3626c"
"P","3626cpr2523","3626c"
"P","973pr4241c01","973c00"
"P","973pr4242c01","973c00"
"P","3069bpr0264","3069b"
"P","973pr4244c01","973c00"
"P","973pr4243c01","973c00"
"P","92815pr0103c01","92815"
"P","92456pr0269c01","92456c01"
"P","4198pr26","4198"
"P","92456pr0264c01","92456c01"
"P","973pr4130c01","973c00"
"P","3005pr0010","3005"
"P","970c00pr1419","970c00"
"P","973pr4095c01","973c00"
"P","973pr4065c01","973c00"
"P","87552pr0001","87552"
"P","21561pr0012","21561"
"P","3010pr0033","3010"
"P","31110pr0108","31110"
"P","14769pr1109","14769"
"P","4162pr0059","4162"
"P","3069bpr0221","3069b"
"P","3245cpr0134","3245c"
"P","98072pr0008","98072"
"P","3626cpr0360","3626c"
"P","973pr0003c01","973c00"
"P","3011pr0040","3011"
"T","40925pat0007","40925"
"P","3004pr0005","3004"
"P","3626cpr9893","3626c"
"M","30173b","21459"
"P","3960pr0027","3960"
"P","14014pr0155","14014"
"P","22385pr1005","22385"
"P","3626cpr2509","3626c"
"P","4162pr0058","4162"
"P","31110pr0105","31110"
"P","14769pr1079","14769"
"P","970c00pr1529","970c00"
"P","13792pr0003","13792"
"P","98138pr0081","98138"
"P","92456pr9999","92456c01"
"P","20596pr0003","20596"
"P","14769pr1085a","14769"
"P","87552pr0003","87552"
"P","29630pr0001","29630"
"P","29630pr0008","29630"
"P","51704pr0004","51704"
"P","20381pr0147","20381"
"P","36036pr0004","36036"
"P","29630pr0005","29630"
"P","29630pr0006","29630"
"P","29632pr0004","29632"
"P","15068pr0023","15068"
"P","2431pr0118","2431"
"P","6636pr0018","6636"
"P","4066pr0321","4066"
"P","3626cpr9950","3626c"
"P","973pr1984c01","973c00"
"P","3626cpr0409","3626c"
"P","970c00pr9917","970c00"
"P","973pr4064c01","973c00"
"P","10172pr0001","10172"
"P","60581pr0013a","60581"
"P","29632pr0001","29632"
"P","29630pr0009","29630"
"P","15068pr0024","15068"
"P","31213pr0036","31213"
"P","31110pr0107","31110"
"P","3626cpr0633","3626c"
"P","2431pr0134","2431"
"M","1111M","1111L"
"M","1121M","1121L"
"P","30367cpr0002","30367"
"P","973pr2914c01","973c00"
"P","24133pr0005","24133"
"P","31110pr0124","31110"
"P","27149pr0076","27149"
"P","60581pr0016","60581"
"P","29050pr0161","29050"
"P","29050pr0129","29050"
"P","15554pr0192","15554"
"P","15554pr0003","15554"
"P","85974pr0172","85974"
"P","98381pr0064","98381"
"P","15427pr0173","15427"
"P","973pr9908c01","973c00"
"P","60581pr0017","60581"
"P","92456pr9999c01","92456c01"
"P","3626cpr0642","3626c"
"P","3626cpb0913","3626c"
"P","2431pr0135","2431"
"M","1131M","1131L"
"M","1141M","1141L"
"P","87569pr0001","87569"
"P","29050pr0211","29050"
"P","29050pr0117","29050"
"P","18858pr0002","18858"
"P","973pr9840c01","973c00"
"P","973pr2392c01","973c00"
"P","3010pr9991","3010"
"P","98368pr0002","98368"
"M","2306","3298"
"M","3002b","bslot03"
"M","3002b","bslot03b"
"A","27063","2546"
"P","3626cp9892","3626c"
"P","3626cpr9889","3626c"
"P","63864pr0011","63864"
"P","39739pr0001","39739"
"P","3626cpr0675","3626c"
"M","3626cpr0732","3626bpr0732"
"M","55705","98729"
"P","27321pr0001","27321"
"P","3626cpr9894","3626c"
"P","3069bpr9995","3069b"
"P","87568pr0002","87568"
"M","3002b","bslot03c"
"P","31110pr0106","31110"
"P","92456pr0280c01","92456c01"
"P","92456pr0282c01","92456c01"
"P","92456pr0281c01","92456c01"
"P","3626bpr1999","3626b"
"P","3626cpr9891","3626c"
"P","970c00pr9913","970c00"
"P","92456pr0251c01","92456c01"
"P","22385pr1001","22385"
"P","970c00pr1521","970c00"
"P","973pr4315c01","973c00"
"P","29630pr0002","29630"
"P","29630pr0010","29630"
"P","29632pr0008","29632"
"P","29632pr0006","29632"
"P","26831pr0001","26831"
"P","3005pr0015","3005"
"P","31110pr0099","31110"
"P","970c00pr0765","970c00"
"P","970c00pr1539","970c00"
"P","3626cpr2635","3626c"
"P","973pr4357c01","973c00"
"P","970c00pr1421","970c00"
"P","973pr4359c01","973c00"
"P","973pr4067c01","973c00"
"P","973pr4097c01","973c00"
"P","29630pr0003","29630"
"P","31110pr0104","31110"
"P","973pr4358c01","973c00"
"P","3069bpr0197a","3069b"
"P","3626cpr0732","3626c"
"P","4760pr0003","4760c01"
"P","3626cpr2580","3626c"
"P","4760pr0001","4760c01"
"P","87079pr0010","87079"
"P","30292pr0003","30292"
"P","29630pr0004","29630"
"P","29632pr0003","29632"
"P","90638pr0006","90638"
"P","3245cpr0135","3245c"
"P","973pr4280c01","973c00"
"P","973pr4278c01","973c00"
"P","15068pr0140","15068"
"P","31110pr0036","31110"
"P","31110pr0028","31110"
"P","64225pr0003","64225"
"P","18675pr0015","18675"
"P","30728","12893"
"P","970c00pr9916","970c00"
"P","3622pr0018","3622"
"P","11055pr0001","11055"
"P","30292pr0002","30292"
"P","29630pr0007","29630"
"P","3626cpr9890","3626c"
"P","90638pr0007","90638"
"P","3245cpr0136","3245c"
"P","2302pr0007","2302"
"P","98223pr0007","98223"
"P","87079pr0161","87079"
"P","31110pr0026","31110"
"P","31110pr0022","31110"
"P","76371pr0128a","76371"
"P","973pr9838c01","973c01"
"P","15429pr0011","15429"
"P","4490pr0008","4490"
"P","3623pr0014","3623"
"P","31111pr0003","31111"
"P","3437pr0090","3437"
"P","2431pr0116","2431"
"P","76371pr0048","76371"
"P","31110pr0038","31110"
"P","92456pr0014c01","92456c01"
"P","87079pr0009","87079"
"P","14222pr0004","14222"
"P","14769pr0010","14769"
"P","3960pr0028","3960"
"P","41970pr0005","41970"
"P","4490pr0009","4490"
"P","33493","30370"
"P","44375bpr0004","44375"
"P","92456pr0016c01","92456c01"
"P","29632pr0009","29632"
"P","3003pr0117","3003"
"P","3626cpr0004","3626c"
"P","29632pr0002","29632"
"A","10173","2588"
"P","4066pr0397","4066"
"P","31110pr0010","31110"
"P","29632pr0003","29630pr0003"
"P","15429pr0005","15429"
"P","14769pr1106","14769"
"P","41970pr0011","41970"
"P","15625pr0012","15625"
"P","76371pr0089","76371"
"P","14769pr0012","14769"
"P","31110pr0033","31110"
"P","31110pr0024","31110"
"P","973pr9839c01","973c00"
"P","970c00pr9914","970c00"
"A","15672","92946"
"P","3437pr0108","3437"
"P","76371pr0124","76371"
"P","31111pr0016","31111"
"P","3010pr0053","3010"
"P","31111pr0034","31111"
"P","4490pr0007","4490"
"P","4490pr0006","4490"
"P","4490pr0011","4490"
"P","85974pr0252","85974"
"P","3622pr0041","3622"
"P","3622pr0039","3622"
"P","3622pr0034","3622"
"P","3622pr0033","3622"
"P","2300pr0009","2300"
"P","98223pr0010a","98223"
"P","31110pr0112","31110"
"P","4198pr0003","4198"
"P","3011pr0004","3011"
"P","47423pr0001","47423"
"P","51261pr0001","51261"
"P","76371pr0002","76371"
"P","50955pr0002","50955"
"P","15068pr0032","15068"
"P","88930pr0032","88930"
"P","50956pr0002","50956"
"P","63864pr0020","63864"
"P","2291pr0002","2291"
"P","31333pr0002","31333"
"P","15626pr0006","15626"
"P","4066pr0295","4066"
"P","31110pr0034","31110"
"P","11197pr0001","11197"
"P","29927","27323"
"P","13788pr0002","13788"
"P","2300pr0001","2300"
"P","31333pr0001","31333"
"P","3622pr0019","3622"
"P","4740pr0012","4740"
"P","3068bpr0368","3068b"
"P","970c00pr1544","970c00"
"P","970c00pr1545","970c00"
"P","973pr4372c01","973c00"
"P","38288","18831"
"P","20952pr0003","20952"
"P","970c00pr9912","970c00"
"P","973pr9837c01","973c01"
"P","973pr9836c01","973c01"
"P","15875pr0015c01","15875"
"P","42918pr0001","42918"
"P","29632pr0005","29632"
"P","3626cpr2141","3626c"
"P","973pr4232c01","973c00"
"P","3024pr0014","3024"
"P","31111pr0004","31111"
"P","2302pr0008","2302"
"P","93273pr0013","93273"
"P","3010pr0006","3010"
"M","219a","219"
"P","973pr4493c01","973c00"
"P","6178pr0004","6178"
"P","87079pr0011","87079"
"P","87079pr0012","87079"
"P","14769pr0013","14769"
"P","12617pr0001","12617"
"P","3622pr0026","3622"
"P","3622pr0017","3622"
"P","973pr4373c01","973c00"
"P","973pr4370c01","973c00"
"P","973pr4371c01","973c00"
"P","18973pr0006","18973"
"P","24093pr0011","24093"
"P","29632pr0010","29632"
"P","29632pr0007","29632"
"P","973pr4236c01","973c00"
"P","3626cpr2532","3626c"
"P","970c00pr1481","970c00"
"P","973pr4369c01","973c00"
"P","31110pr0021","31110"
"P","3626cpr2537","3626c"
"P","970c00pr1483","970c00"
"P","85964pr0005","85964"
"P","3626cpr2536","3626c"
"P","41671pb08","41671"
"P","970c00pr1482","970c00"
"P","3626cpr2540","3626c"
"P","3626cpr2543","3626c"
"P","4197pr0013","4197"
"P","4490pr0005","4490"
"P","3622pr0040","3622"
"P","3622pr0032","3622"
"P","30075pr0003","30075"
"P","970c00pr1489","970c00"
"P","24160pr0002","24160pr0001"
"P","3626cpr2547","3626c"
"P","3626cpr2538","3626c"
"P","3626cpr2539","3626c"
"P","3626cpr2544","3626c"
"P","3626cpr2548","3626c"
"P","3626cpr2549","3626c"
"P","3626cpr2550","3626c"
"P","62711pr0001","62711"
"P","3010pr0007","3010"
"P","15875pr0016c01","15875"
"M","84943a","84943"
"P","60581pr0018a","60581"
"P","4198pr0001","4198"
"P","3003pr0116","3003"
"P","85964pr0002","85964"
"P","3622pr0021","3622"
"P","3010pr0008","3010"
"P","3626cpr2605","3626c"
"P","3626cpr2541","3626c"
"P","3626cpr2542","3626c"
"P","3626cpr2545","3626c"
"P","3626cpr2546","3626c"
"P","970c00pr1487","970c00"
"P","970c00pr1488","970c00"
"P","973pr4311c01","973c00"
"P","970c00pr1492","970c00"
"P","970c00pr1493","970c00"
"P","970c00pr1494","970c00"
"P","973pr4231c01","973c00"
"P","973pr4222c01","973c00"
"P","973pr4235c01","973c00"
"P","973pr4224c01","973c00"
"P","973pr4233c01","973c00"
"P","3069bpr0178","3069b"
"P","26603pr0006","26603"
"P","31110pr0027","31110"
"P","3011pr1007","3011"
"P","970c00pr9961","970c00"
"P","3626bpb0019","3626b"
"P","3626bpb0034","3626b"
"P","3626bpb0047","3626b"
"P","3626bpb0049","3626b"
"P","3626bpb0095","3626b"
"P","3626bpb0111","3626b"
"P","3626bpb0117","3626b"
"P","3626bpb0134","3626b"
"P","3626bpb0152","3626b"
"P","3626bpb0174","3626b"
"P","973pr9828c01","973c01"
"P","3626bpr0926","3626b"
"P","3626bpr1162","3626b"
"P","3626bpr1144","3626b"
"P","3626bpb0218","3626b"
"P","3626cpr0495","3626c"
"P","3626cpr0703","3626c"
"P","3626bpb0440","3626b"
"P","973pb0166","3814"
"P","973pb0244","3814"
"P","973pb0254","3814"
"P","3626bp09","3626b"
"P","3626bpb0912","3626b"
"P","87079pr0171","87079"
"P","87079pr0027","87079"
"P","973pb0101c01","973c00"
"P","973pb0112c01","973c00"
"P","27987pr0002","27987"
"M","973pb0117d","973pb0117"
"P","973pb0118c01","973c00"
"P","973pb0125c01","973c00"
"P","75904pr0001","75904"
"P","26603pr0021","26603"
"P","973pb0014c01","973c00"
"P","93218pr0002","93218"
"P","15068pr0033","15068"
"P","6474pr0010","6474"
"P","973pb0023c01","973c00"
"P","24087pr0002","24087"
"P","973pb0247c01","973c00"
"P","973pb0252c01","973c00"
"P","973pb0254c01","973c00"
"P","88760c01pr0007","88760"
"P","973pb0273c01","973c00"
"P","973pb0276c01","973c00"
"P","3626bpr0532","3626b"
"P","3626bpr0663","3626b"
"P","3626bpr0668","3626b"
"P","3626bpr0684","3626b"
"P","3626bpr0728","3626b"
"P","3626bpr0769","3626b"
"P","3626bpr0940","3626b"
"P","973pb0328c01","973c00"
"P","973pr1438c01","973c00"
"P","3623pr0024","3623"
"P","4490pr0012","4490"
"P","973pr1508c01","973c00"
"P","973pb0602","3814"
"P","973pb0064","3814"
"P","4490pr0010","4490"
"P","3622pr0035","3622"
"P","24128pr0005","24128"
"P","24128pr0002","24128"
"P","24128pr0004","24128"
"P","92456pr0020c01","92456c01"
"P","15875pr0018c01","15875"
"P","3069bpr0011","3069b"
"P","3626cpr2109","3626c"
"P","973pr3653c01","973c00"
"P","3069bpr0174","3069b"
"P","85984pr0010","85984"
"P","44661pr0002","44661"
"P","93553pr0002","93553"
"P","973pr2713c01","973c00"
"P","973pr2653c01","973c00"
"P","22385pr0024","22385"
"P","22385pr0025","22385"
"P","22385pr0026","22385"
"P","973pr3662c01","973c00"
"P","973pr3628c01","973c00"
"P","3626cpr2073","3626c"
"P","970c00pr1159","970c00"
"P","3626cpr2074","3626c"
"P","970c00pr1160","970c00"
"P","3626cpr2085","3626c"
"P","970c00pr1165","970c00"
"P","3626cpr2086","3626c"
"P","970c00pr1166","970c00"
"P","3626cpr2087","3626c"
"P","3626cpr2089","3626c"
"P","970c00pr9924","970c00"
"P","3626cpr2088","3626c"
"P","970c00pr1170","970c00"
"P","3626cpr2090","3626c"
"P","970c00pr1172","970c00"
"P","3626cpr2098","3626c"
"P","970c00pr1176","970c00"
"P","3626cpr2101","3626c"
"P","3626cpr2107","3626c"
"P","970c00pr1178","970c00"
"P","3626cpr2114","3626c"
"P","3626cpr2115","3626c"
"P","970c00pr1189","970c00"
"P","3626cpr2116","3626c"
"P","970c00pr1190","970c00"
"P","3626cpr2127","3626c"
"P","15875pr0010","15875"
"P","3626cpr2128","3626c"
"P","3626cpr2129","3626c"
"P","970c00pr1197","970c00"
"P","16530pr0003","16530"
"P","26490pr0001","26490"
"P","3626cpr2154","3626c"
"P","26490pr0002","26490"
"P","973pr3679c01","973c00"
"P","3626cpr2142","3626c"
"P","3626cpr2143","3626c"
"P","970c00pr1206","970c00"
"P","973pr3696c01","973c00"
"P","76371pr0037","76371"
"P","76371pr0020","76371"
"P","3437pr0052","3437"
"P","970c00pr1161","970c00"
"P","26490pr0004","26490"
"P","973pr3623c01","973c00"
"P","973pr3622c01","973c00"
"P","973pr3621c01","973c00"
"P","973pr3634","973c00"
"P","973pr3695","973c00"
"P","92815pr0101c01","92815"
"P","92816pr0100c01","92816c01"
"P","2446pr0008","2446"
"P","2446pr0009","2446"
"P","2446pr0010","2446"
"P","2446pr0011","2446"
"P","3069bpr0188","3069b"
"P","3068bpr0331","3068b"
"P","98138pr0073","98138"
"P","32474pr1013","32474"
"P","92456pr0115","92456c01"
"P","92456pr0116","92456c01"
"P","15875pr0105c01","15875"
"P","15875pr0106c01","15875"
"P","92456pr0212c01","92456c01"
"P","92456pr0211c01","92456c01"
"P","3245cpr0006","3245c"
"P","15068pr0012","15068"
"P","14769pr1063","14769"
"P","970c00pr1219","970c00"
"P","973pr0019c01","973c00"
"P","11203pr0015","11203"
"P","43898pr1004","43898"
"P","970c00pr1156","970c00"
"P","973pr3606c01","973c00"
"P","57895pr0009","57895"
"P","11640pr0004","11640"
"P","98388pr0007","98388"
"P","98138pr0075","98138"
"P","98138pr0067","98138"
"P","98138pr0068","98138"
"P","98138pr0006","98138"
"P","98138pr0040","98138"
"P","98138pr0041","98138"
"P","98138pr0042","98138"
"P","98138pr0043","98138"
"P","973pr3659c02","973c00"
"P","3626cpr2243","3626c"
"P","3626cpr2146","3626c"
"P","3626cpr2178","3626c"
"P","973pr3703c01","973c00"
"P","3062bpr0008","3062b"
"P","3626cpr2145","3626c"
"P","3626cpr2165","3626c"
"P","973pr3701c01","973c00"
"P","973pr3731c01","973c00"
"P","32474pr0002","32474"
"P","63864pr0009","63864"
"P","6636pr0014","6636"
"P","973pr3726c01","973c00"
"P","973pr3692c01","973c00"
"P","3626cpr2138","3626c"
"P","970c00pr1205","970c00"
"P","3626cpr2150","3626c"
"P","3626cpr2160","3626c"
"P","3626cpr2162","3626c"
"P","970c00pr1223","970c00"
"P","3626cpr2166","3626c"
"P","973pr3725c01","973c00"
"P","973pr3712c01","973c00"
"P","970c00pr1209","970c00"
"P","970c00pr1214","970c00"
"P","3626cpr2170","3626c"
"P","3626cpr2171","3626c"
"P","970c00pr1229","970c00"
"P","3626cpr2172","3626c"
"P","973pr3737c01","973c00"
"P","973pr3791c01","973c00"
"P","973pr3741c01","973c00"
"P","973pr3739c01","973c00"
"P","973pr3743c01","973c00"
"P","973pr3740c01","973c00"
"P","973pr3829c01","973c00"
"P","3040bpr0001","3040b"
"P","3040bpr0002","3040b"
"P","98138pr0056","98138"
"P","14769pr1069","14769"
"P","3070bpr0169","3070b"
"P","3070bpr0170","3070b"
"P","3070bpr0172","3070b"
"P","3070bpr0173","3070b"
"P","14769pr0005","14769"
"P","98138pr0044","98138"
"P","973pr3698c01","973c00"
"P","3626cpr2157","3626c"
"P","973pr3720c01","973c00"
"P","98138pr0045","98138"
"P","3069bpr0001","3069b"
"P","3068bpr0315","3068b"
"P","4162pr0046","4162"
"P","4162pr0001","4162"
"P","3003pr0103","3003"
"P","4162pr0002","4162"
"P","3626cpr2147","3626c"
"P","970c00pr1208","970c00"
"P","970c00pr1213","970c00"
"P","3626cpr2156","3626c"
"P","3626cpr2182","3626c"
"P","973pr3654c01","973c00"
"P","3626cpr2097","3626c"
"P","970c00pr1175","970c00"
"P","3626cpr2095","3626c"
"P","14769pr0006","14769"
"P","3068bpr0019","3068b"
"P","2446pr0015","2446"
"P","92456pr0205c01","92456c01"
"P","15875pr0017c01","15875"
"P","973pr3820c01","973c00"
"P","973pr3716c01","973c00"
"P","973pr3762c01","973c00"
"P","25149","3437"
"P","16530pr0003","16530pr0001"
"P","3068bpr0020","3068b"
"P","973pr3704c01","973c00"
"P","973pr3707c01","973c00"
"P","973pr3719c01","973c00"
"P","973pr3702c01","973c00"
"P","87079pr0096","87079"
"P","87079pr0095","87079"
"P","87079pr0053","87079"
"P","87079pr0052","87079"
"P","87079pr0042","87079"
"P","87079pr0023","87079"
"P","87079pr0006","87079"
"P","98138pr0054","98138"
"P","3678bpr0057","3678b"
"P","3678bpr0004","3678b"
"P","18827pr0003","18827"
"P","3960pr0023","3960"
"P","3960pr0021","3960"
"P","970c00pr6141728","970c00"
"P","3626cpr6141699","3626c"
"P","973c00pr6141719","973c00"
"P","3960pr0022","3960"
"P","3068bpr0314","3068b"
"P","76371pr0038","76371"
"P","76371pr0017","76371"
"P","973pr3371c01","973c00"
"P","3626cpr1915","3626c"
"P","970c05pr1127","970c00"
"P","3626cpr2062","3626c"
"P","973pr3559c01","973c00"
"P","973pr3593c01","973c00"
"P","26490pr0003","26490"
"P","3626cpr2100","3626c"
"P","973pr3640c46","973c00"
"P","973pr3583c01","973c00"
"P","973pr3651c01","973c00"
"P","3626cpr2060","3626c"
"P","970c10pr1145","970c00"
"P","973pr3589c01","973c00"
"P","10314pr0002","10314"
"P","3626cpr2144","3626c"
"P","973pr3582c01","973c00"
"P","970c07pr1126","970c00"
"P","3626cpr2061","3626c"
"P","970d00pr1146","970c00"
"P","3626cpr2149","3626c"
"P","970c00pr1212","970c00"
"P","973pr3710c01","973c00"
"P","973pr3713c01","973c00"
"P","973pr3592c01","973c00"
"P","973pr3558c01","973c00"
"P","3626cpr2176","3626c"
"P","98388pr0002","98388"
"P","3003pr0004","3003"
"P","3622pr0006","3622"
"P","3003pr0005","3003"
"P","3622pr0007","3622"
"P","3622pr0012","3622"
"P","3622pr0013","3622"
"P","3062bpr0009","3062b"
"P","3062bpr0010","3062b"
"P","3062bpr0011","3062b"
"P","3899pr0006","3899"
"P","23986pr0001","23986"
"P","14769pr1072","14769"
"P","3626bpr0002","3626b"
"P","973pr0230c01","973c00"
"P","3626bpr0003","3626b"
"P","973pr0301c01","973c00"
"P","3062bpr0012","3062b"
"P","85984pr0005","85984"
"P","87079pr0186","87079"
"P","15571pr0001","15571"
"P","973pr0001c01","973c00"
"P","3626cpr0002","3626c"
"T","3626cpr0003","3626c"
"P","973pr0002c01","973c00"
"P","973pr3295c01","973c00"
"P","3626cpr1995","3626c"
"P","973pr3503c01","973c00"
"P","3010apr015","3010a"
"P","98603s02pr0022","98603"
"P","18922pr0001","18922"
"P","19981pr0060","19981"
"P","15625pr0007","15625"
"P","15627pr0012","15627"
"P","60581pr0002","60581"
"P","15627pr0011","15627"
"P","6636pr0013","6636"
"P","98374pr0003","98374"
"P","15068pr0008","15068"
"P","973pr3624c01","973c00"
"P","3010apr008","3010a"
"P","3010apr014","3010a"
"P","3010apr0001","3010a"
"P","3010pr0001","3010"
"P","22385pr0029","22385"
"P","98603s02pr0021","98603"
"P","98603s02pr0020","98603"
"P","22385pr0030","22385"
"P","22385pr0031","22385"
"P","22385pr0032","22385"
"P","15626pr0005","15626"
"P","14769pr0002","14769"
"P","3010apr0016","3010a"
"P","15623pr0003","15623"
"P","98138pr0076","98138"
"P","18675pr0010","18675"
"P","18675pr0009","18675"
"P","87606pr0001b","87606"
"P","85984pr0007","85984"
"P","973pr3614","973c00"
"P","20691pr0005","20691"
"P","54830","4066"
"P","970c00pr1248","970c00"
"P","973pr3772c01","973c00"
"P","3010pr0009","3010"
"P","87079pr0124","87079"
"P","2431pr0093","2431"
"P","98138pr0071","98138"
"P","19729pr0023","19729"
"P","19727pr0007","19727"
"P","3004pr0019","3004"
"P","3069bpr0180","3069b"
"P","19729pr2183","19729"
"P","19727pr0020","19727"
"P","92456pr0218c01","92456c01"
"P","92456pr0219c01","92456c01"
"P","11203pr0014","11203"
"P","3626cpr2076","3626c"
"P","3626cpr2081","3626c"
"P","973pr3619c01","973c00"
"P","973pr9997","973c00"
"P","85984pr0008","85984"
"P","3626cpr2079","3626c"
"P","3626cpr2080","3626c"
"P","973pr3617c01","973c00"
"P","973pr3618c01","973c00"
"P","25767pr0003","25767"
"P","25767pr0002","25767"
"P","25767pr0001","25767"
"P","98138pr0060","98138"
"P","3010pr0010","3010"
"P","3010pr0011","3010"
"P","3010pr0012","3010"
"P","3004pr0025","3004"
"P","2431pr0094","2431"
"P","3010pr0013","3010"
"P","3010pr0014","3010"
"P","3069bpr0195","3069b"
"P","3070bpr0178","3070b"
"P","3069bpr0196","3069b"
"P","3245cpr0118","3245c"
"P","3010pr0017","3010"
"P","92456pr0043c01","92456c01"
"P","11477pr0002","11477"
"P","973pr4291c01","973c00"
"P","973pr4230c01","973c00"
"P","973pr4229c01","973c00"
"P","973pr4227c01","973c00"
"P","973pr4225c01","973c00"
"P","973pr4228c01","973c00"
"P","63864pr0016","63864"
"P","98165pr0010","98165"
"P","3068bpr0374","3068b"
"P","2291pr0004","2291"
"P","32474pr1005","32474"
"P","4066pr0151","4066"
"P","51725pr0001","51725"
"P","2454bpr0004","2454b"
"P","98835pr0019","98835"
"P","26293pr0004","26293"
"P","48125c05pr0001","48125c05"
"P","51725pr0007","51725"
"P","88760c01pr0010","88760"
"P","3623pr0023","3623"
"P","3622pe0038","3622"
"P","24128pr0003","24128"
"P","31213pr0001","31213"
"P","2302pr0002","2302"
"P","2302pr0001","2302"
"P","11203pr9999","11203"
"A","34337","4624"
"P","98223pr0005","98223"
"P","3960pr0050","3960"
"P","3245cpr0122","3245c"
"P","3010pr0046","3010"
"P","90639pr0034a","90639"
"P","3626cpr2673","3626c"
"P","973pr4441c01","973c00"
"P","973pr4426c01","973c00"
"P","92262pr0002","92262"
"P","3626cpr2682","3626c"
"P","970c00pr1577","970c00"
"P","3626cpr2706","3626c"
"P","970c00pr1578","970c00"
"P","3626cpr2709","3626c"
"P","3626cpr2708","3626c"
"P","973pr4453c01","973c00"
"P","973pr4454c01","973c00"
"P","973pr4200c01","973c00"
"P","3011pr0007","3011"
"P","11198pr0003","11198"
"P","98224pr0005","98224"
"P","2302pr0013","2302"
"P","11344pr0002","11344"
"P","6474pr0011","6474"
"P","3626cpr2684","3626c"
"P","970c00pr1565","970c00"
"P","973pr4427c01","973c00"
"P","3011pr1010","3011"
"P","11170pr0003","11170"
"P","31110pr0111","31110"
"P","31110pr0114","31110"
"P","4198pr0001a","4198"
"P","4198pr0002","4198"
"P","4198pr0005a","4198"
"P","970c00pr9960","970c00"
"P","2350dpr0001","2350d"
"P","4066pr0004","4066"
"P","31111pr0006","31111"
"P","14222pr0006","14222"
"P","31111pr0008","31111"
"M","4209b","4209"
"P","88760c01pr0013","88760"
"P","88760c01pr0011","88760"
"P","76371pr0003","76371"
"P","31213pr0004","31213"
"P","47423pr0003","47423"
"P","2301pr0001","2301"
"P","3011pr0010","3011"
"P","98223pr0012","98223"
"P","11170pr0001","11170"
"P","2431pr0130","2431"
"P","3069bpr0239","3069b"
"P","3068bpr0377","3068b"
"P","51547pr0007","51547"
"P","47423pr0004","47423"
"P","2431pr0131","2431"
"P","11477pr0007","11477"
"P","75084pr0002","75084"
"P","4066pr0015","4066"
"P","4066pr0016","4066"
"P","4066pr0018","4066"
"P","3011pr0003","3011"
"P","13703","14222"
"A","2292c04","2292c01"
"A","92937c01","92937c02"
"P","4066pr0019","4066"
"A","dupupn0016pr0002","dupupn0016pr0001"
"P","4066pr0023","4066"
"P","4908pr0001","4908"
"A","73572c01","73572c02"
"P","4066pr0034","4066"
"P","3664pr0008","3664"
"P","6474pr0015","6474"
"P","3437pr0013","3437"
"P","3011pr0006","3011"
"P","41970pr0006","41970"
"P","31111pr0014","31111"
"P","31110pr0042","31110"
"P","75084pr0003","75084"
"A","duptent","87684"
"P","6434pb01","6434"
"A","2218c02","2218c01"
"A","2299c03pr0001","2299c02pr0001"
"P","4066pr0040","4066"
"P","970c00pr1536","970c00"
"P","970x038pr1537","970c00"
"P","973pr4348c01","973c00"
"P","973pr4347c01","973c00"
"P","87079pr0121","87079"
"P","88930pr0011","88930"
"P","2431pr0096","2431"
"P","3010pr0015","3010"
"P","3010pr0015b","3010"
"P","11477pr0003","11477"
"P","92456pr0050c01","92456c01"
"P","3245cpr0129","3245c"
"P","14769pr1103","14769"
"P","41879pr0014","41879a"
"P","973pr9911c01","973c00"
"P","3622pr0024","3622"
"P","3622pr0025","3622"
"P","3001pr1018","3001"
"P","3003pr0115","3003"
"P","21561pr0015","21561"
"P","4066pr0317","4066"
"P","76371pr0001","76371"
"P","47440c01pr0001","47440c01"
"P","3623pr0022","3623"
"P","3623pr0020","3623"
"P","3623pr0018","3623"
"P","3622pr0031","3622"
"P","3622pr0028","3622"
"P","24128pr0001","24128"
"P","3626cpr2667","3626c"
"P","3626cpr2668","3626c"
"P","973pr4401c01","973c00"
"P","973pr4402c01","973c00"
"P","3626cpr2672","3626c"
"P","973pr4431c01","973c00"
"P","973pr4432c01","973c00"
"P","98224pr0001","98224"
"P","3664pr0003","3664"
"P","11170pr0005","11170"
"P","98223pr0011","98223"
"P","10563pr0001","10563"
"P","31110pr0113","31110"
"P","31110pr0037","31110"
"P","4198pr0004","4198"
"P","4066pr0005","4066"
"P","4066pr0006","4066"
"P","88760c01pr0014","88760"
"P","88760c01pr0012","88760"
"P","3437pr0002","3437"
"P","31111pr0009","31111"
"P","88930pr0001","88930"
"P","6474pr0012","6474"
"P","3011pr0009","3011"
"P","60777pr0001","60777"
"P","2300pr0010","2300"
"P","3623pr0025","3623"
