"id","label","title","depth","node.regex","type","part.id","part.name","color.hex","text.color.hex","total.parts","theme.name"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","13786pr0006","Cat Standing New Style with White Chin, and Reddish Brown Stripes on Forehead Print (HP Crookshanks)","#CC702A","#FFFFFF",1,"Collectible Minifigures"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429","Cat Tail","#0055BF","#FFFFFF",1,"The LEGO Movie"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429","Cat Tail","#6C6E68","#FFFFFF",4,"Modular Buildings"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429","Cat Tail","#E4CD9E","#000000",1,"Classic"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429","Cat Tail","#E4CD9E","#000000",2,"Disney Princess"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429","Cat Tail","#E4CD9E","#000000",2,"Elves"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429","Cat Tail","#E4CD9E","#000000",4,"LEGO Ideas and CUUSOO"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429","Cat Tail","#E4CD9E","#000000",2,"Ninjago"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429","Cat Tail","#F2CD37","#000000",1,"The Powerpuff Girls"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429","Cat Tail","#F8BB3D","#FFFFFF",2,"Seasonal"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0001","Cat Tail with Medium Blue Sides Print","#FFFFFF","#000000",1,"Dimensions"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0001","Cat Tail with Medium Blue Sides Print","#FFFFFF","#000000",3,"The LEGO Movie"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0002","Cat Tail with Bright Light Orange Flames Print ","#C91A09","#FFFFFF",2,"The LEGO Movie"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0003","Cat Tail with Yellowish Green Sides Print","#FFFFFF","#000000",1,"The LEGO Movie"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0004","Cat Tail with Gold Swirls Print","#582A12","#FFFFFF",2,"Disney"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0005","Cat Tail with Medium Blue Stripe print","#FFFFFF","#000000",7,"Unikitty!"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0005a","Cat Tail with Medium Azure Stripe print","#FFFFFF","#000000",1,"Unikitty!"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0006","Cat Tail with Yellow Pattern print","#FE8A18","#FFFFFF",1,"Unikitty!"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0008","Cat Tail with Lime Stripe print","#FFFFFF","#000000",1,"Unikitty!"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0009","Cat Tail with Medium Blue Stripe, Dark Pink Heart. Pink and Yellow Star print","#FFFFFF","#000000",1,"Unikitty!"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0010","Cat Tail with Dark Purple Stripe print","#FFFFFF","#000000",1,"Unikitty!"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0011","Cat Tail with Medium White, Medium Blue, Yellow, dark Pink Sprinkles print","#078BC9","#FFFFFF",1,"Unikitty!"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0012","Cat Tail with Medium Blue Stripe, Pink Flowers print","#FFFFFF","#000000",1,"Unikitty!"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0013","Cat Tail with Medium Blue Shape print","#FFFFFF","#000000",1,"Collectible Minifigures"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0013","Cat Tail with Medium Blue Shape print","#FFFFFF","#000000",1,"The LEGO Movie"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","15429pr0014","Cat Tail with Lavender, Dark Tan, Tan Stripes","#C870A0","#FFFFFF",1,"The LEGO Movie"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","24875pr0001","Cat Small Standing with Dark Pink Bangs and Tail Pattern (Dreamy)","#E4ADC8","#FFFFFF",1,"Disney Princess"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","24883pr0001","Cat Small Standing with Medium Lavender Bangs and Tail, Medium Azure Eyes and Bright Pink Nose Pattern (Treasure)","#C91A09","#FFFFFF",1,"Disney Princess"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","48155","Cat Tail with Spikes, Yellow Streak, Reddish Brown Spikes","#C91A09","#FFFFFF",2,"The LEGO Movie"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","49986pr0001","Cat Standing with Dark Red Spiky Mohawk and Collar, Bandages and Dark Brown Stripes Print","#A95500","#FFFFFF",1,"Collectible Minifigures"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","6175","Cat Standing","#6D6E5C","#FFFFFF",7,"Belville"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","6175","Cat Standing","#FFFFFF","#000000",1,"Belville"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","6175","Cat Standing","#FFFFFF","#000000",1,"Scala"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","6175px1","Cat Standing with Blue Eyes and Black Eyelashes Print","#FFFFFF","#000000",6,"Belville"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","6175px1","Cat Standing with Blue Eyes and Black Eyelashes Print","#FFFFFF","#000000",2,"Scala"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","6175px1","Cat Standing with Blue Eyes and Black Eyelashes Print","#FFFFFF","#000000",1,"Seasonal"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","6175px2","Cat Standing with Yellow Eyes Print","#05131D","#FFFFFF",1,"Belville"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","93089pr0001a","Cat Standing, Looking Left with Light Green Eyes, Dark Pink Nose and Mouth and Dark Bluish Gray Stripes Print","#A0A5A9","#FFFFFF",2,"Books"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","93089pr0001a","Cat Standing, Looking Left with Light Green Eyes, Dark Pink Nose and Mouth and Dark Bluish Gray Stripes Print","#A0A5A9","#FFFFFF",5,"Friends"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","93089pr0001a","Cat Standing, Looking Left with Light Green Eyes, Dark Pink Nose and Mouth and Dark Bluish Gray Stripes Print","#A0A5A9","#FFFFFF",2,"Gear"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","93089pr0001b","Cat Standing, Looking Left with Tan Eyes, Black Nose and Mouth and Brown Stripes Print","#A95500","#FFFFFF",2,"Friends"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","93089pr0002","Cat Standing, Looking Left with Light Blue Eyes, Dark Pink Nose and Mouth Print","#FFFFFF","#000000",1,"Friends"
"cat","cat","cat",7,"\b(cat|cats)\b","animal","93089pr0002","Cat Standing, Looking Left with Light Blue Eyes, Dark Pink Nose and Mouth Print","#FFFFFF","#000000",1,"Gear"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#237841","#FFFFFF",7,"Ninjago"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#582A12","#FFFFFF",5,"Elves"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#582A12","#FFFFFF",3,"Harry Potter"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#582A12","#FFFFFF",2,"Ninjago"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#582A12","#FFFFFF",7,"Seasonal"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#582A12","#FFFFFF",7,"Star Wars"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#6C6E68","#FFFFFF",2,"Creator"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#6C6E68","#FFFFFF",3,"Juniors"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#6C6E68","#FFFFFF",5,"Ninjago"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#C91A09","#FFFFFF",1,"Brickheadz"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#C91A09","#FFFFFF",3,"Classic"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#C91A09","#FFFFFF",11,"Ninjago"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#FFFFFF","#000000",2,"Bionicle"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#FFFFFF","#000000",3,"Classic"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#FFFFFF","#000000",5,"Dimensions"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#FFFFFF","#000000",6,"Elves"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#FFFFFF","#000000",3,"Forma"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#FFFFFF","#000000",3,"Harry Potter"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#FFFFFF","#000000",3,"Mixels"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#FFFFFF","#000000",6,"Ninjago"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#FFFFFF","#000000",3,"Super Heroes"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#FFFFFF","#000000",3,"The LEGO Movie"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13564","Cattle Horn - Long","#FFFFFF","#000000",3,"The Lone Ranger"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13695","Cattle Skull","#FFFFFF","#000000",1,"Nexo Knights"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13695","Cattle Skull","#FFFFFF","#000000",1,"Ninjago"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13695","Cattle Skull","#FFFFFF","#000000",1,"Super Heroes"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","13695","Cattle Skull","#FFFFFF","#000000",1,"The Lone Ranger"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","87695","Cattle Horns","#FFFFFF","#000000",4,"Adventurers"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","87695","Cattle Horns","#FFFFFF","#000000",2,"Bulk Bricks"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","87695","Cattle Horns","#FFFFFF","#000000",18,"Castle"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","87695","Cattle Horns","#FFFFFF","#000000",26,"Pirates"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","87695","Cattle Horns","#FFFFFF","#000000",2,"Service Packs"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","87695","Cattle Horns","#FFFFFF","#000000",4,"Town"
"cattle","cattle","cattle",10,"\b(cattle)\b","animal","87695","Cattle Horns","#FFFFFF","#000000",2,"Western"
"cephalopod","cephalopod","cephalopod",3,"\b(cephalopod|cephalopods)\b","animal",NA,NA,NA,NA,NA,NA
"ceratopsian","ceratopsian","ceratopsian",8,"\b(ceratopsian)\b","animal",NA,NA,NA,NA,NA,NA
"ceratosaurus","ceratosaurus","ceratosaurus",9,"\b(ceratosaurus)\b","animal",NA,NA,NA,NA,NA,NA
"cervid","cervid","cervid",8,"\b(cervid)\b","animal",NA,NA,NA,NA,NA,NA
"chameleon","chameleon","chameleon",7,"\b(chameleon|chameleons)\b","animal","15678pat0001","Chameleon with Black Eyes Print (Pascal)","#237841","#FFFFFF",1,"Disney Princess"
"chameleon","chameleon","chameleon",7,"\b(chameleon|chameleons)\b","animal","15678pat0002","Chameleon with Blue and Black Eyes and Marbled Medium Lavender Pattern","#237841","#FFFFFF",3,"Friends"
"chameleon","chameleon","chameleon",7,"\b(chameleon|chameleons)\b","animal","15678pat0003","Chameleon with Magenta Eyes and Magenta Tail Print","#BBE90B","#000000",2,"Elves"
"chameleon","chameleon","chameleon",7,"\b(chameleon|chameleons)\b","animal","38599","CHAMELEON, W/ 1.5 HOLE, NO. 3","#4B9F4A","#FFFFFF",1,"Disney Princess"
"chelonian","chelonian","chelonian",5,"\b(chelonian)\b","animal",NA,NA,NA,NA,NA,NA
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#923978","#FFFFFF",2,"Disney"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#923978","#FFFFFF",5,"Disney Princess"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#923978","#FFFFFF",1,"Educational and Dacta"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#923978","#FFFFFF",38,"Elves"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#923978","#FFFFFF",51,"Friends"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#923978","#FFFFFF",2,"Gear"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#923978","#FFFFFF",5,"Juniors"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#923978","#FFFFFF",3,"Modular Buildings"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#923978","#FFFFFF",11,"Ninjago"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#923978","#FFFFFF",1,"The Powerpuff Girls"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#923978","#FFFFFF",3,"Town"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",1,"Books"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",6,"Creator"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",2,"Disney"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",2,"Disney Princess"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",3,"Educational and Dacta"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",12,"Elves"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",21,"Friends"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",3,"Gear"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",2,"Harry Potter"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",1,"LEGO Ideas and CUUSOO"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",13,"Modular Buildings"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",9,"Sculptures"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",2,"Seasonal"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",6,"SpongeBob SquarePants"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",1,"Star Wars"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",3,"The Hobbit and Lord of the Rings"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#BBE90B","#000000",1,"Town"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C870A0","#FFFFFF",22,"Belville"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",7,"Belville"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",2,"Books"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",3,"Castle"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",1,"Collectible Minifigures"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",5,"Disney Princess"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",3,"Educational and Dacta"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",3,"Elves"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",25,"Friends"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",7,"Harry Potter"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",3,"Juniors"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",1,"LEGO Ideas and CUUSOO"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",13,"Modular Buildings"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",9,"Ninjago"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",2,"Overwatch"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",6,"Prince of Persia"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",19,"Scala"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",5,"Sculptures"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",16,"Seasonal"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",3,"Service Packs"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",3,"The Hobbit and Lord of the Rings"
"cherry","cherry","cherry",6,"\b(cherry|cherries)\b","plant","22667","Plant, Cherries","#C91A09","#FFFFFF",4,"Town"
"chestnut","chestnut","chestnut",4,"\b(chestnut|chestnuts)\b","plant","u9119c01","Plant, Flat Horse Chestnut Tree with Hollow Base, Coloured Trunk","#237841","#FFFFFF",3,"System"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342","Chicken","#898788","#FFFFFF",1,"The LEGO Movie"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342","Chicken","#A0A5A9","#FFFFFF",1,"Friends"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342","Chicken","#A0A5A9","#FFFFFF",2,"LEGO Ideas and CUUSOO"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342","Chicken","#A0A5A9","#FFFFFF",2,"Ninjago"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342","Chicken","#AA7F2E","#FFFFFF",1,"Ninjago"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342","Chicken","#AA7F2E","#FFFFFF",1,"Super Heroes"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342","Chicken","#FFFFFF","#000000",1,"Modular Buildings"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342","Chicken","#FFFFFF","#000000",1,"Super Heroes"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342pr0001","Chicken with Black Eyes and Red Comb Print","#958A73","#FFFFFF",2,"Castle"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342pr0001","Chicken with Black Eyes and Red Comb Print","#FFFFFF","#000000",2,"Castle"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342pr0001","Chicken with Black Eyes and Red Comb Print","#FFFFFF","#000000",1,"Educational and Dacta"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342pr0001","Chicken with Black Eyes and Red Comb Print","#FFFFFF","#000000",1,"Friends"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342pr0001","Chicken with Black Eyes and Red Comb Print","#FFFFFF","#000000",1,"Nexo Knights"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342pr0001","Chicken with Black Eyes and Red Comb Print","#FFFFFF","#000000",2,"Ninjago"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342pr0001","Chicken with Black Eyes and Red Comb Print","#FFFFFF","#000000",2,"Seasonal"
"chicken","chicken","chicken",6,"\b(chicken|chickened|chickening|chickens)\b","animal","95342pr0001","Chicken with Black Eyes and Red Comb Print","#FFFFFF","#000000",1,"The LEGO Movie"
"chihuahua","chihuahua","chihuahua",9,"\b(chihuahua|chihuahuas)\b","animal","12888pr0001","Dog - Chihuahua with Basic Face Print","#CC702A","#FFFFFF",1,"Juniors"
"chihuahua","chihuahua","chihuahua",9,"\b(chihuahua|chihuahuas)\b","animal","12888pr0001","Dog - Chihuahua with Basic Face Print","#CC702A","#FFFFFF",1,"LEGO Ideas and CUUSOO"
"chihuahua","chihuahua","chihuahua",9,"\b(chihuahua|chihuahuas)\b","animal","12888pr0001","Dog - Chihuahua with Basic Face Print","#CC702A","#FFFFFF",1,"Modular Buildings"
"chordate","chordate","chordate",1,"\b(chordate)\b","animal",NA,NA,NA,NA,NA,NA
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18866","Clam [Type 2 - Locking Edge on Inner Lip]","#FFFFFF","#000000",2,"Disney Princess"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18866","Clam [Type 2 - Locking Edge on Inner Lip]","#FFFFFF","#000000",6,"Educational and Dacta"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18866","Clam [Type 2 - Locking Edge on Inner Lip]","#FFFFFF","#000000",1,"Elves"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18866","Clam [Type 2 - Locking Edge on Inner Lip]","#FFFFFF","#000000",1,"Friends"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18866","Clam [Type 2 - Locking Edge on Inner Lip]","#FFFFFF","#000000",2,"Modular Buildings"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18866","Clam [Type 2 - Locking Edge on Inner Lip]","#FFFFFF","#000000",1,"Xtra"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#4B9F4A","#FFFFFF",2,"Super Heroes"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#6074A1","#FFFFFF",2,"Ninjago"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#AA7F2E","#FFFFFF",3,"Disney Princess"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#AA7F2E","#FFFFFF",2,"Elves"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#AA7F2E","#FFFFFF",1,"Friends"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#C870A0","#FFFFFF",1,"Classic"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#C870A0","#FFFFFF",1,"Disney Princess"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#FFFFFF","#000000",4,"Disney"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#FFFFFF","#000000",4,"Disney Princess"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#FFFFFF","#000000",2,"Elves"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#FFFFFF","#000000",2,"Friends"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#FFFFFF","#000000",1,"Juniors"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","18970","Clam / Scallop Shell with 4 Studs","#FFFFFF","#000000",1,"Mixels"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","30218","Clam [Type 1 - Continuous Scalloped Inner Lip]","#C2DAB8","#000000",2,"Belville"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","30218","Clam [Type 1 - Continuous Scalloped Inner Lip]","#C2DAB8","#000000",1,"Service Packs"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","30218","Clam [Type 1 - Continuous Scalloped Inner Lip]","#C91A09","#FFFFFF",1,"4 Juniors"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","30218","Clam [Type 1 - Continuous Scalloped Inner Lip]","#F8BB3D","#FFFFFF",2,"Belville"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","30218","Clam [Type 1 - Continuous Scalloped Inner Lip]","#FFA70B","#FFFFFF",1,"Scala"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","30218","Clam [Type 1 - Continuous Scalloped Inner Lip]","#FFFFFF","#000000",7,"Belville"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","30218","Clam [Type 1 - Continuous Scalloped Inner Lip]","#FFFFFF","#000000",1,"Collectible Minifigures"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","30218","Clam [Type 1 - Continuous Scalloped Inner Lip]","#FFFFFF","#000000",2,"Disney Princess"
"clam","clam","clam",4,"\b(clam|clammed|clamming|clams)\b","animal","30218","Clam [Type 1 - Continuous Scalloped Inner Lip]","#FFFFFF","#000000",3,"Educational and Dacta"
